Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Anionic Reorganisation Energy /eV,Cationic Reorganisation Energy /eV
1_55_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.746285,-2.982215,1.76407,3.103209840162468,0.9999913505598672,222.2959999999147,281.7109999959939
1_165_thio_B,COc1cc2cc(-c3sc(C4:cc(C#N)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.869047,-3.05349,1.815557,3.0584898747346365,0.9999941708227532,233.3159999980125,502.2140000073705
1_40_thio_B,COc1cc2cc(-c3sc(C4:cccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.524669,-2.492857,2.031812,2.826664372070676,0.9999997038447027,238.00099999789376,299.3169999899692
1_193_thio_B,COc1cc2cc(-c3sc(C4:nc(C#N)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.184925,-3.30684,1.878086,3.2244383622022257,0.9999972952854977,218.3119999972405,275.4090000089491
1_111_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(C#N)cnc:45)cc3OC)[nH]c2cc1OC,-4.684476,-3.00173,1.682746,3.241050635322363,0.9999997020452263,241.0190000009606,280.4359999936423
1_83_thio_B,COc1cc2cc(-c3sc(C4:nc(C#N)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-5.031866,-3.22562,1.806246,3.264473971536712,0.9999937158397215,208.3219999913126,277.1920000013779
1_84_thio_B,COc1cc2cc(-c3sc(C4:nncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.7424,-3.048862,1.693538,3.186270416026721,0.9999999978391361,253.3220000041183,287.625000004482
1_77_thio_B,COc1cc2cc(-c3sc(C4:nc(F)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.74487,-2.84049,1.90438,3.203812673167529,0.9999999974278777,244.8859999931301,282.1249999979045
5_98_triple_A,COc1cc2cc(C#CC3:scc4ncc(C#N)nc:34)n(C)c2cc1OC,-5.223425,-3.075518,2.147907,3.335928559240619,1.0,239.4560000029741,505.8659999995143
1_98_triple_A,COc1cc2cc(C#CC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.220141,-3.057232,2.162909,3.3481316433098147,1.0,234.5939999941038,290.5970000065281
5_55_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nsnc:34)n(C)c2cc1OC,-5.139929,-2.995606,2.144324,3.1616090787211384,1.0,254.64199999987613,264.28799999848707
1_83_double_A,COc1cc2cc(C=CC3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.186336,-3.029866,2.15647,3.2378350279251986,0.9999999999993736,217.823999999382,259.8520000028657
1_89_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C=O)nc:45)cc3OC)[nH]c2cc1OC,-4.686313,-2.953443,1.73287,3.239527558399286,0.9999989557392166,242.4009999958798,278.0120000024908
1_80_thio_B,COc1cc2cc(-c3sc(C4:nc(Br)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.78506,-2.939415,1.845645,3.2079310989278147,0.9999999688927175,252.7910000062547,283.8029999984428
5_179_triple_A,COc1cc2cc(C#CC3:c(C#N)ncc4nonc:34)n(C)c2cc1OC,-5.597827,-3.38989,2.207937,3.261324763036823,1.0,235.75300000084096,528.7309999985155
1_111_double_A,COc1cc2cc(C=CC3:scc4nc(C#N)cnc:34)[nH]c2cc1OC,-4.883401,-2.893979,1.989421,3.2072368740790456,0.9999999998929503,256.4690000072005,519.163999997545
1_60_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nsnc:34)[nH]c2cc1OC,-5.151344,-3.12117,2.030173,3.3637279510021223,1.0,264.2290000076173,249.7740000108024
1_73_thio_B,COc1cc2nsnc2:C(c2cc(OC)c(-c3cc4cc(OC)c(OC)cc4[nH]3)s2):n1,-4.66431,-2.692519,1.971791,3.1342174460397354,0.9999997497248941,250.95100000908133,279.2360000094049
1_163_thio_B,COc1cc2cc(-c3sc(C4:cc(Br)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.763691,-2.751039,2.012652,2.9957468413249533,0.9999997306052236,252.7899999986402,286.4360000094166
5_42_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-5.26841,-2.959021,2.309389,3.083613873925934,1.0,203.2440000039059,100000000.0
1_179_triple_A,COc1cc2cc(C#CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.416121,-3.328556,2.087565,3.2715384125405844,1.0,262.00299999982235,272.8419999984908
1_79_thio_B,COc1cc2cc(-c3sc(C4:nc(S)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.727132,-2.80947,1.917662,3.3511647304126093,0.9999991655711364,237.9320000181906,279.8820000025444
1_42_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.153265,-2.919645,2.233621,3.0890885663867387,1.0,244.2809999993188,286.8889999954263
1_42_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.894725,-2.979121,1.915603,3.058300073524612,0.9998395612640093,192.1159999983501,603.5780000020168
1_187_thio_B,COc1cc2cc(-c3sc(C4:nc(F)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.889473,-2.919661,1.969812,3.1623804728097475,0.9999999994774589,260.3019999951357,280.745999996725
1_152_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.978626,-3.042329,1.936298,3.0469291141469093,0.9998343320710297,204.7290000045905,283.6949999982607
1_190_thio_B,COc1cc2cc(-c3sc(C4:nc(Br)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.925936,-3.013003,1.912933,3.166498898570035,0.9999999999975553,270.6230000039795,283.0769999854965
1_50_thio_B,COc1cc2cc(-c3sc(C4:cc(F)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.628319,-2.588099,2.04022,3.010074390519944,0.9999982562265343,247.4569999976665,312.5139999974635
1_78_thio_B,COc1cc2cc(-c3sc(C4:nc(O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.712794,-2.726333,1.986461,3.225158290341053,0.9999992956707532,244.4639999957871,100000000.0
1_55_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.032503,-2.856564,2.175939,3.01315625869443,0.9999999529240898,227.0579999967594,277.8239999970537
1_170_double_A,COc1cc2cc(C=CC3:c(C=O)ncc4nonc:34)[nH]c2cc1OC,-5.171867,-3.125031,2.046835,3.2069082586944297,0.9999944006163916,229.814999991504,256.1869999917689
1_152_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.232907,-3.147435,2.085472,3.1468030279252,0.9999999994316191,251.6219999997702,532.8760000011243
1_179_imine_B,COc1cc2cc(N=CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.349631,-3.38914,1.960492,3.340019643309814,0.9999999998961893,258.7889999995241,239.2909999980474
1_194_thio_B,COc1cc2cc(-c3sc(C4:nncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.884894,-3.072931,1.811962,3.152818767675072,0.9999999986233257,267.1369999952731,285.2349999957368
5_111_triple_A,COc1cc2cc(C#CC3:scc4nc(C#N)cnc:34)n(C)c2cc1OC,-5.032589,-3.000527,2.032062,3.346509178621238,1.0,272.69299999898067,276.47099999012426
1_96_thio_B,COc1cc2cc(-c3sc(C4:scc5nccnc:45)cc3OC)[nH]c2cc1OC,-4.454515,-2.465092,1.989422,3.0283517347080373,0.9999997670094376,261.99899999483017,490.4509999978472
1_184_thio_B,COc1cc2cc(-c3sc(C4:nc(C=O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.107033,-3.231707,1.875327,3.214662044138267,0.9999871366401248,245.4539999962435,279.1660000002594
5_152_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nonc:34)n(C)c2cc1OC,-5.421005,-3.076598,2.344407,3.054763524275584,1.0,223.58499999972992,282.05899999738904
1_83_triple_A,COc1cc2cc(C#CC3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.534357,-3.26606,2.268297,3.3610602586944296,1.0,227.0690000004833,100000000.0
1_74_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.098307,-2.949976,2.148331,3.2391384125405835,0.9999999993835753,237.7469999919412,273.0910000027506
1_179_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nonc:34)[nH]c2cc1OC,-5.295049,-3.170602,2.124447,3.1521845663867367,0.999993761410974,224.199000003864,239.9360000017623
1_98_single_A,COc1cc2cc(C3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.051666,-3.000649,2.051017,2.9783003625184463,0.999999999860602,267.25299999816343,279.71099999558646
1_69_imine_B,COc1cc2cc(N=CC3:c(C#N)ncc4nsnc:34)[nH]c2cc1OC,-5.335411,-3.335155,2.000256,3.377485489463661,0.9999934838419415,236.6439999968861,702.0919999995385
1_36_thio_B,COc1cc2cc(-c3sc(C4:c(F)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.498865,-2.574419,1.924446,2.953986197317798,0.9999977014823672,267.2319999983301,303.1990000017686
1_165_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.316042,-3.077297,2.238745,3.1216547202328924,1.0,258.8069999983418,255.61299999753828
1_76_thio_B,COc1cc2cc(-c3sc(C4:nc(C(F)(F)F)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.953357,-3.037773,1.915584,3.221067844405564,0.9999583879393619,244.5380000062869,631.8459999965853
5_165_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nonc:34)n(C)c2cc1OC,-5.270398,-3.080848,2.18955,3.115334153646214,1.0,267.3869999998715,258.6040000023786
1_69_imine_A,COc1cc2cc(C=NC3:c(C#N)ncc4nsnc:34)[nH]c2cc1OC,-5.374845,-3.183528,2.191317,3.287131027925198,0.9999999998505191,233.5249999960069,251.6610000020591
1_170_imine_B,COc1cc2cc(N=CC3:c(C=O)ncc4nonc:34)[nH]c2cc1OC,-5.247225,-3.302203,1.945023,3.394743335617507,0.9999990948258551,255.16300000163028,535.0720000060392
1_189_thio_B,COc1cc2cc(-c3sc(C4:nc(S)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.867912,-2.876624,1.991288,3.309732530054828,0.9999994951983382,257.251000002725,299.1850000034901
1_84_double_A,COc1cc2cc(C=CC3:nncc4nsnc:34)[nH]c2cc1OC,-5.057252,-2.899464,2.157788,3.166866430363644,0.9999999999986988,260.0299999976414,278.9599999960046
1_53_thio_B,COc1cc2cc(-c3sc(C4:cc(Br)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.647296,-2.695229,1.952067,3.0420268055467776,0.9996762401943223,239.02200000884469,506.9249999942258
1_152_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.171828,-2.920713,2.251115,2.9589679510021227,0.9999992799854688,216.2490000009711,247.7139999973587
1_47_thio_B,COc1cc2cc(-c3sc(C4:cc(C=O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.67708,-2.939033,1.738047,3.1247476102575407,0.999968423117866,259.7529999984544,507.2460000010324
1_42_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nsnc:34)[nH]c2cc1OC,-5.225617,-3.087321,2.138295,3.1764227202328907,0.9999878533616366,232.1860000010929,262.605000003532
1_192_thio_B,COc1cc2cc(-c3sc(C4:nc(C)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.030521,-2.880218,2.150303,3.030553818069139,0.9999974519796464,246.966999999131,284.7390000024461
5_33_triple_A,COc1cc2cc(C#CC3:c(C=O)ccc4nsnc:34)n(C)c2cc1OC,-5.148599,-2.885818,2.26278,3.1327245632366223,1.0,259.6940000075847,259.99700000102166
1_67_thio_B,COc1cc2cc(-c3sc(C4:cncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.623474,-2.833893,1.789581,3.07388085558716,0.9999949065119891,271.8719999975292,290.8899999965797
1_188_thio_B,COc1cc2cc(-c3sc(C4:nc(O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.85623,-2.802372,2.053858,3.183726089983272,0.9999996897915794,261.5180000066175,282.3669999997946
1_60_thio_B,COc1cc2cc(-c3sc(C4:c(C=O)ncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.780132,-3.077305,1.702827,3.289061006973183,0.9964345895477199,204.2610000062268,280.3260000000591
1_74_triple_A,COc1cc2cc(C#CC3:nc(C=O)cc4nsnc:34)[nH]c2cc1OC,-5.275882,-3.104763,2.171119,3.346237489463661,1.0,266.32400000380585,270.0029999978142
1_193_double_A,COc1cc2cc(C=CC3:nc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.360034,-3.130197,2.229837,3.1903261048482765,0.9999999980762919,234.5279999972263,257.5900000010733
1_71_thio_B,COc1cc2cc(-c3sc(C4:nc(NC(C)=O)cc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.698315,-2.70637,1.991945,3.146477051944764,0.9999974765475123,264.2320000013569,298.9539999980479
1_69_thio_B,COc1cc2cc(-c3sc(C4:c(C#N)ncc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.961494,-3.216163,1.745331,3.242945535927377,0.990058405386064,213.7409999995725,261.1779999933787
1_184_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nonc:34)[nH]c2cc1OC,-5.26716,-3.051593,2.215567,3.1916294894636605,0.9999999999893607,251.80499999260056,268.7220000007073
1_89_double_A,COc1cc2cc(C=CC3:scc4ncc(C=O)nc:34)[nH]c2cc1OC,-4.869194,-2.852812,2.016381,3.205429489463661,0.9999983771470711,262.9830000005313,299.5149999915156
5_170_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nonc:34)n(C)c2cc1OC,-5.28971,-3.167221,2.122489,3.31462706073912,1.0,278.47400000609923,246.70000000332948
1_317_triple_A,COc1cc2cc(C#CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-5.065331,-2.728015,2.337316,2.9781490387611,1.0,256.2240000042948,275.5840000027092
1_199_thio_B,COc1cc2cc(-c3sc(C4:occ5ncc(C=O)nc:45)cc3OC)[nH]c2cc1OC,-4.686345,-2.890084,1.796261,3.2969937641036946,0.9999999981179384,276.3210000048275,289.8159999967902
5_98_double_A,COc1cc2cc(C=CC3:scc4ncc(C#N)nc:34)n(C)c2cc1OC,-5.018703,-2.969058,2.049646,3.225866021778081,0.9998112468203317,226.1249999937717,497.4789999978384
1_152_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nonc:34)[nH]c2cc1OC,-5.312509,-3.02839,2.284119,3.059468874079045,1.0,263.2050000029267,275.2250000012282
1_157_thio_B,COc1cc2cc(-c3sc(C4:cc(C=O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.795257,-3.021166,1.774091,3.080027644829711,0.9999919155896068,273.7520000009681,284.9889999997685
1_183_thio_B,COc1cc2nonc2:C(c2cc(OC)c(-c3cc4cc(OC)c(OC)cc4[nH]3)s2):n1,-4.805657,-2.764874,2.040784,3.09418183670525,0.9999993625290727,267.9710000011255,490.9529999931692
5_152_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nonc:34)n(C)c2cc1OC,-5.385903,-3.251601,2.134302,3.164308179620239,0.9999844144300319,242.686000005051,535.4060000026948
1_55_triple_A,COc1cc2cc(C#CC3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.400652,-3.045247,2.355405,3.169163643309816,1.0,242.8550000040559,531.5309999932651
1_32_thio_B,COc1cc2cc(-c3sc(C4:c(OC)ccc5nsnc:45)cc3OC)[nH]c2cc1OC,-4.31637,-2.382102,1.934267,2.9245960112947067,0.9999997874524649,284.220000001369,100000000.0
5_69_imine_B,COc1cc2cc(N=CC3:c(C#N)ncc4nsnc:34)n(C)c2cc1OC,-5.458799,-3.412687,2.046112,3.3889988889109484,0.9999386453323605,231.1899999986053,540.8360000001267
1_33_triple_A,COc1cc2cc(C#CC3:c(C=O)ccc4nsnc:34)[nH]c2cc1OC,-5.193275,-2.873809,2.319466,3.1395088740790458,1.0,256.36699999449775,257.89000000077067
1_83_imine_B,COc1cc2cc(N=CC3:nc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.395566,-3.337687,2.057879,3.4756381048482776,0.9999990888337245,253.4379999997327,570.7939999992959
1_160_thio_B,COc1cc2cc(-c3sc(C4:cc(F)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.745657,-2.647553,2.098104,2.9637944262981204,0.9999946706316041,264.789999993809,513.0040000003646
1_164_thio_B,COc1cc2cc(-c3sc(C4:cc(C)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.615834,-2.446478,2.169356,2.937700866369676,0.9999989726041102,259.6439999979338,297.5709999955143
1_98_imine_A,COc1cc2cc(C=NC3:scc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.165886,-2.950118,2.215768,3.251958104848276,0.9999997975850301,240.5529999959981,289.57200000149896
1_110_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(C)cnc:45)cc3OC)[nH]c2cc1OC,-4.413251,-2.341668,2.071583,3.081939149017259,0.9999997072072714,273.4750000017811,316.0940000016126
5_74_double_A,COc1cc2cc(C=CC3:nc(C=O)cc4nsnc:34)n(C)c2cc1OC,-5.05531,-2.92239,2.13292,3.267519568231627,0.9999616516926944,236.246000007668,305.1140000025043
5_69_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nsnc:34)n(C)c2cc1OC,-5.085492,-3.036471,2.049021,3.2193169708290315,0.9972180659967971,212.4589999948511,100000000.0
1_330_thio_B,COc1cc2cc(-c3sc(C4:cccc5ncc(C#N)nc:45)cc3OC)[nH]c2cc1OC,-4.762093,-2.83824,1.923853,2.909058899586574,0.9766753592529808,247.5719999929424,512.840999996115
5_42_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-5.231093,-3.114537,2.116556,3.1931585292705886,0.9997488373108301,225.5390000063926,545.7020000030752
1_103_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(C=O)cnc:45)cc3OC)[nH]c2cc1OC,-4.588806,-2.895671,1.693136,3.238007592971456,0.9999999999139744,291.0140000021783,293.9470000055735
5_330_double_A,COc1cc2cc(C=CC3:cccc4ncc(C#N)nc:34)n(C)c2cc1OC,-4.802789,-2.685299,2.117489,2.8197498523549704,0.9995945971505191,241.5600000022095,332.7730000019073
5_39_triple_A,COc1cc2cc(C#CC3:c(Br)ccc4nsnc:34)n(C)c2cc1OC,-4.965728,-2.63685,2.328878,3.0599114021455733,1.0,262.9250000027241,269.55500000622123
1_111_triple_A,COc1cc2cc(C#CC3:scc4nc(C#N)cnc:34)[nH]c2cc1OC,-5.395437,-3.106272,2.289165,3.358994412540584,1.0,257.7020000026095,100000000.0
1_60_single_A,COc1cc2cc(C3:c(C=O)ncc4nsnc:34)[nH]c2cc1OC,-5.220613,-3.05432,2.166293,3.0493993591739645,0.9999994693708831,263.1240000046091,265.78999999765074
1_81_double_A,COc1cc2cc(C=CC3:nccc4nsnc:34)[nH]c2cc1OC,-4.923617,-2.591496,2.332121,2.953766210583426,0.9999999988323192,241.693000003579,277.0299999974668
5_356_imine_B,COc1cc2cc(N=CC3:c(C#N)ccc4nccnc:34)n(C)c2cc1OC,-5.057335,-2.790978,2.266357,3.04742562158574,0.9999995085347684,243.6519999973825,100000000.0
1_221_thio_B,COc1cc2cc(-c3sc(C4:occ5nc(C#N)cnc:45)cc3OC)[nH]c2cc1OC,-4.673169,-2.961715,1.711454,3.298516841026771,0.9999999999713716,292.2160000016447,289.6479999981238
1_317_double_A,COc1cc2cc(C=CC3:cccc4nc(C#N)cnc:34)[nH]c2cc1OC,-4.911227,-2.624358,2.286869,2.795601701482992,0.9999895493815424,232.9200000021956,300.7950000028359
1_55_single_A,COc1cc2cc(C3:cc(C#N)cc4nsnc:34)[nH]c2cc1OC,-5.158167,-3.002058,2.156109,2.7944414996421933,0.9999999999859204,284.0549999964423,286.818000000494
5_74_triple_A,COc1cc2cc(C#CC3:nc(C=O)cc4nsnc:34)n(C)c2cc1OC,-5.389277,-3.178991,2.210286,3.334083604195663,1.0,274.4329999986803,306.0500000065076
5_83_double_A,COc1cc2cc(C=CC3:nc(C#N)cc4nsnc:34)n(C)c2cc1OC,-5.27364,-3.063511,2.21013,3.266250037762097,0.9999763352221007,219.0369999952963,263.8379999989411
1_95_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(Br)nc:45)cc3OC)[nH]c2cc1OC,-4.554161,-2.665575,1.888586,3.1979988985700336,0.999955824391289,271.3379999913741,294.2629999888595
1_165_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nonc:34)[nH]c2cc1OC,-5.180203,-2.952777,2.227425,2.981773489463661,0.9999718761970537,242.4979999996139,532.5119999979506
1_146_thio_B,COc1cc2cc(-c3sc(C4:c(F)ccc5nonc:45)cc3OC)[nH]c2cc1OC,-4.612649,-2.621644,1.991005,2.942218576566457,0.9999989808037876,287.3309999995399,517.0779999971273
5_179_double_A,COc1cc2cc(C=CC3:c(C#N)ncc4nonc:34)n(C)c2cc1OC,-5.248714,-3.134579,2.114135,3.1828242635363235,0.9983853313698762,225.0360000034561,242.844000000332
1_82_double_A,COc1cc2cc(C=CC3:nc(C)cc4nsnc:34)[nH]c2cc1OC,-4.890369,-2.544603,2.345766,3.019385851561257,0.9999999998490801,242.6029999987804,279.2540000009467
1_177_thio_B,COc1cc2cc(-c3sc(C4:cncc5nonc:45)cc3OC)[nH]c2cc1OC,-4.747495,-2.891681,1.855814,3.0354660204223247,0.9999989270298701,289.4699999960721,284.5589999924414
5_81_triple_A,COc1cc2cc(C#CC3:nccc4nsnc:34)n(C)c2cc1OC,-5.073094,-2.752842,2.320252,3.0448781592535656,1.0,267.995999995037,304.3179999876884
5_208_double_A,COc1cc2cc(C=CC3:occ4ncc(C#N)nc:34)n(C)c2cc1OC,-4.883042,-2.82908,2.053961,3.2781667210787795,0.9999642414125717,258.9779999980237,506.9190000067465
5_84_double_A,COc1cc2cc(C=CC3:nncc4nsnc:34)n(C)c2cc1OC,-5.012089,-2.869473,2.142615,3.1949550823304893,0.999995078853327,261.61199999478407,281.6699999966658
1_97_thio_B,COc1cc2cc(-c3sc(C4:scc5ncc(C)nc:45)cc3OC)[nH]c2cc1OC,-4.404865,-2.339443,2.065422,3.0756761794287097,0.9999979055890436,278.8800000053015,303.4410000036587
1_39_triple_A,COc1cc2cc(C#CC3:c(Br)ccc4nsnc:34)[nH]c2cc1OC,-5.010424,-2.618047,2.392377,3.0673050823304893,1.0,256.5240000112681,267.1249999984866
1_109_thio_B,COc1cc2cc(-c3sc(C4:scc5nc(Br)cnc:45)cc3OC)[nH]c2cc1OC,-4.590651,-2.675951,1.9147,3.212320007693468,0.9999779152140951,276.2169999914476,297.4190000095404
5_89_double_A,COc1cc2cc(C=CC3:scc4ncc(C=O)nc:34)n(C)c2cc1OC,-4.828825,-2.834338,1.994488,3.23468620159826,0.9999153878315432,262.4749999959022,301.21899999357987
1_208_imine_A,COc1cc2cc(C=NC3:occ4ncc(C#N)nc:34)[nH]c2cc1OC,-5.168986,-2.904804,2.264182,3.3548054894636605,0.9999999999921951,255.4889999992156,311.5509999988717
1_208_double_A,COc1cc2cc(C=CC3:occ4ncc(C#N)nc:34)[nH]c2cc1OC,-5.098257,-2.944747,2.153511,3.2500694894636606,0.999991717580253,257.4410000015632,296.9489999959478
5_55_double_A,COc1cc2cc(C=CC3:cc(C#N)cc4nsnc:34)n(C)c2cc1OC,-4.99153,-2.831689,2.159842,3.0474070807191405,0.9991032437021462,228.7790000045788,281.0609999942244
1_356_triple_A,COc1cc2cc(C#CC3:c(C#N)ccc4nccnc:34)[nH]c2cc1OC,-5.039902,-2.597444,2.442459,2.9414354292936427,1.0,248.17400000392809,297.82999999952153
5_42_double_A,COc1cc2cc(C=CC3:c(C#N)ccc4nsnc:34)n(C)c2cc1OC,-4.970657,-2.786474,2.184183,3.02347661118867,0.9961454774021977,201.60000000760192,256.49300000077346
1_330_triple_A,COc1cc2cc(C#CC3:cccc4ncc(C#N)nc:34)[nH]c2cc1OC,-5.029766,-2.73894,2.290825,2.965653772488908,1.0,280.9390000002168,276.5209999961371
1_181_thio_B,COc1cc2cc(-c3sc(C4:nc(NC(C)=O)cc5nonc:45)cc3OC)[nH]c2cc1OC,-4.834241,-2.772803,2.061438,3.108570996298284,0.9999995689911287,283.607999997912,514.2820000037318
1_186_thio_B,COc1cc2cc(-c3sc(C4:nc(C(F)(F)F)cc5nonc:45)cc3OC)[nH]c2cc1OC,-5.21115,-3.169391,2.04176,3.1827541967628843,0.9997071898004164,256.9839999996475,643.0839999957243
1_170_triple_A,COc1cc2cc(C#CC3:c(C=O)ncc4nonc:34)[nH]c2cc1OC,-5.480354,-3.31882,2.161534,3.326262104848276,1.0,287.68200000195066,273.82699999725446
